id,planet,planet_kr,house,house_domain,duration,theme,opportunities,challenges,advice,description
TRANSIT_Uranus_H5,Uranus,천왕성,5,"창조, 로맨스, 자녀",84년,"천왕성이(가) 5하우스(창조, 로맨스, 자녀)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","창조, 로맨스, 자녀 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 창조, 로맨스, 자녀 관련 도전이 있을 수 있습니다.","이 시기에는 창조, 로맨스, 자녀 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
TRANSIT_Uranus_H6,Uranus,천왕성,6,"건강, 일상, 봉사",84년,"천왕성이(가) 6하우스(건강, 일상, 봉사)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","건강, 일상, 봉사 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 건강, 일상, 봉사 관련 도전이 있을 수 있습니다.","이 시기에는 건강, 일상, 봉사 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
TRANSIT_Uranus_H7,Uranus,천왕성,7,"파트너십, 결혼, 계약",84년,"천왕성이(가) 7하우스(파트너십, 결혼, 계약)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","파트너십, 결혼, 계약 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 파트너십, 결혼, 계약 관련 도전이 있을 수 있습니다.","이 시기에는 파트너십, 결혼, 계약 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
TRANSIT_Uranus_H8,Uranus,천왕성,8,"변환, 공유자원, 심리",84년,"천왕성이(가) 8하우스(변환, 공유자원, 심리)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","변환, 공유자원, 심리 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 변환, 공유자원, 심리 관련 도전이 있을 수 있습니다.","이 시기에는 변환, 공유자원, 심리 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
TRANSIT_Uranus_H9,Uranus,천왕성,9,"철학, 고등교육, 해외",84년,"천왕성이(가) 9하우스(철학, 고등교육, 해외)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","철학, 고등교육, 해외 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 철학, 고등교육, 해외 관련 도전이 있을 수 있습니다.","이 시기에는 철학, 고등교육, 해외 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
TRANSIT_Uranus_H10,Uranus,천왕성,10,"경력, 명성, 사회적 지위",84년,"천왕성이(가) 10하우스(경력, 명성, 사회적 지위)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","경력, 명성, 사회적 지위 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 경력, 명성, 사회적 지위 관련 도전이 있을 수 있습니다.","이 시기에는 경력, 명성, 사회적 지위 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
TRANSIT_Uranus_H11,Uranus,천왕성,11,"친구, 희망, 단체활동",84년,"천왕성이(가) 11하우스(친구, 희망, 단체활동)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","친구, 희망, 단체활동 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 친구, 희망, 단체활동 관련 도전이 있을 수 있습니다.","이 시기에는 친구, 희망, 단체활동 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
TRANSIT_Uranus_H12,Uranus,천왕성,12,"무의식, 영성, 숨겨진 것",84년,"천왕성이(가) 12하우스(무의식, 영성, 숨겨진 것)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","무의식, 영성, 숨겨진 것 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 무의식, 영성, 숨겨진 것 관련 도전이 있을 수 있습니다.","이 시기에는 무의식, 영성, 숨겨진 것 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
TRANSIT_Neptune_H1,Neptune,해왕성,1,"자아, 외모, 첫인상",165년,"해왕성이(가) 1하우스(자아, 외모, 첫인상)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","자아, 외모, 첫인상 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 자아, 외모, 첫인상 관련 도전이 있을 수 있습니다.","이 시기에는 자아, 외모, 첫인상 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Neptune_H2,Neptune,해왕성,2,"재정, 가치관, 소유",165년,"해왕성이(가) 2하우스(재정, 가치관, 소유)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","재정, 가치관, 소유 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 재정, 가치관, 소유 관련 도전이 있을 수 있습니다.","이 시기에는 재정, 가치관, 소유 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Neptune_H3,Neptune,해왕성,3,"소통, 형제, 단거리 이동",165년,"해왕성이(가) 3하우스(소통, 형제, 단거리 이동)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","소통, 형제, 단거리 이동 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 소통, 형제, 단거리 이동 관련 도전이 있을 수 있습니다.","이 시기에는 소통, 형제, 단거리 이동 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Neptune_H4,Neptune,해왕성,4,"가정, 뿌리, 부동산",165년,"해왕성이(가) 4하우스(가정, 뿌리, 부동산)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","가정, 뿌리, 부동산 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 가정, 뿌리, 부동산 관련 도전이 있을 수 있습니다.","이 시기에는 가정, 뿌리, 부동산 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Neptune_H5,Neptune,해왕성,5,"창조, 로맨스, 자녀",165년,"해왕성이(가) 5하우스(창조, 로맨스, 자녀)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","창조, 로맨스, 자녀 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 창조, 로맨스, 자녀 관련 도전이 있을 수 있습니다.","이 시기에는 창조, 로맨스, 자녀 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Neptune_H6,Neptune,해왕성,6,"건강, 일상, 봉사",165년,"해왕성이(가) 6하우스(건강, 일상, 봉사)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","건강, 일상, 봉사 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 건강, 일상, 봉사 관련 도전이 있을 수 있습니다.","이 시기에는 건강, 일상, 봉사 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Neptune_H7,Neptune,해왕성,7,"파트너십, 결혼, 계약",165년,"해왕성이(가) 7하우스(파트너십, 결혼, 계약)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","파트너십, 결혼, 계약 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 파트너십, 결혼, 계약 관련 도전이 있을 수 있습니다.","이 시기에는 파트너십, 결혼, 계약 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Neptune_H8,Neptune,해왕성,8,"변환, 공유자원, 심리",165년,"해왕성이(가) 8하우스(변환, 공유자원, 심리)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","변환, 공유자원, 심리 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 변환, 공유자원, 심리 관련 도전이 있을 수 있습니다.","이 시기에는 변환, 공유자원, 심리 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Neptune_H9,Neptune,해왕성,9,"철학, 고등교육, 해외",165년,"해왕성이(가) 9하우스(철학, 고등교육, 해외)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","철학, 고등교육, 해외 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 철학, 고등교육, 해외 관련 도전이 있을 수 있습니다.","이 시기에는 철학, 고등교육, 해외 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Neptune_H10,Neptune,해왕성,10,"경력, 명성, 사회적 지위",165년,"해왕성이(가) 10하우스(경력, 명성, 사회적 지위)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","경력, 명성, 사회적 지위 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 경력, 명성, 사회적 지위 관련 도전이 있을 수 있습니다.","이 시기에는 경력, 명성, 사회적 지위 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Neptune_H11,Neptune,해왕성,11,"친구, 희망, 단체활동",165년,"해왕성이(가) 11하우스(친구, 희망, 단체활동)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","친구, 희망, 단체활동 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 친구, 희망, 단체활동 관련 도전이 있을 수 있습니다.","이 시기에는 친구, 희망, 단체활동 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Neptune_H12,Neptune,해왕성,12,"무의식, 영성, 숨겨진 것",165년,"해왕성이(가) 12하우스(무의식, 영성, 숨겨진 것)를 지나면서 영성, 환상, 직관의 에너지가 이 영역에 영향을 미칩니다.","무의식, 영성, 숨겨진 것 영역에서 영성, 환상, 직관과 관련된 성장과 발전의 기회가 열립니다.","해왕성의 에너지가 강하게 작용하여 무의식, 영성, 숨겨진 것 관련 도전이 있을 수 있습니다.","이 시기에는 무의식, 영성, 숨겨진 것 영역에 영성, 환상, 직관의 관점을 적용해보세요. 해왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Neptune transit to natal position: Activates change and growth.
TRANSIT_Pluto_H1,Pluto,명왕성,1,"자아, 외모, 첫인상",248년,"명왕성이(가) 1하우스(자아, 외모, 첫인상)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","자아, 외모, 첫인상 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 자아, 외모, 첫인상 관련 도전이 있을 수 있습니다.","이 시기에는 자아, 외모, 첫인상 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
TRANSIT_Pluto_H2,Pluto,명왕성,2,"재정, 가치관, 소유",248년,"명왕성이(가) 2하우스(재정, 가치관, 소유)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","재정, 가치관, 소유 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 재정, 가치관, 소유 관련 도전이 있을 수 있습니다.","이 시기에는 재정, 가치관, 소유 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
TRANSIT_Pluto_H3,Pluto,명왕성,3,"소통, 형제, 단거리 이동",248년,"명왕성이(가) 3하우스(소통, 형제, 단거리 이동)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","소통, 형제, 단거리 이동 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 소통, 형제, 단거리 이동 관련 도전이 있을 수 있습니다.","이 시기에는 소통, 형제, 단거리 이동 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
TRANSIT_Pluto_H4,Pluto,명왕성,4,"가정, 뿌리, 부동산",248년,"명왕성이(가) 4하우스(가정, 뿌리, 부동산)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","가정, 뿌리, 부동산 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 가정, 뿌리, 부동산 관련 도전이 있을 수 있습니다.","이 시기에는 가정, 뿌리, 부동산 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
TRANSIT_Pluto_H5,Pluto,명왕성,5,"창조, 로맨스, 자녀",248년,"명왕성이(가) 5하우스(창조, 로맨스, 자녀)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","창조, 로맨스, 자녀 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 창조, 로맨스, 자녀 관련 도전이 있을 수 있습니다.","이 시기에는 창조, 로맨스, 자녀 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
TRANSIT_Pluto_H6,Pluto,명왕성,6,"건강, 일상, 봉사",248년,"명왕성이(가) 6하우스(건강, 일상, 봉사)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","건강, 일상, 봉사 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 건강, 일상, 봉사 관련 도전이 있을 수 있습니다.","이 시기에는 건강, 일상, 봉사 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
TRANSIT_Pluto_H7,Pluto,명왕성,7,"파트너십, 결혼, 계약",248년,"명왕성이(가) 7하우스(파트너십, 결혼, 계약)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","파트너십, 결혼, 계약 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 파트너십, 결혼, 계약 관련 도전이 있을 수 있습니다.","이 시기에는 파트너십, 결혼, 계약 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
TRANSIT_Pluto_H8,Pluto,명왕성,8,"변환, 공유자원, 심리",248년,"명왕성이(가) 8하우스(변환, 공유자원, 심리)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","변환, 공유자원, 심리 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 변환, 공유자원, 심리 관련 도전이 있을 수 있습니다.","이 시기에는 변환, 공유자원, 심리 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
TRANSIT_Pluto_H9,Pluto,명왕성,9,"철학, 고등교육, 해외",248년,"명왕성이(가) 9하우스(철학, 고등교육, 해외)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","철학, 고등교육, 해외 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 철학, 고등교육, 해외 관련 도전이 있을 수 있습니다.","이 시기에는 철학, 고등교육, 해외 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
TRANSIT_Pluto_H10,Pluto,명왕성,10,"경력, 명성, 사회적 지위",248년,"명왕성이(가) 10하우스(경력, 명성, 사회적 지위)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","경력, 명성, 사회적 지위 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 경력, 명성, 사회적 지위 관련 도전이 있을 수 있습니다.","이 시기에는 경력, 명성, 사회적 지위 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
TRANSIT_Pluto_H11,Pluto,명왕성,11,"친구, 희망, 단체활동",248년,"명왕성이(가) 11하우스(친구, 희망, 단체활동)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","친구, 희망, 단체활동 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 친구, 희망, 단체활동 관련 도전이 있을 수 있습니다.","이 시기에는 친구, 희망, 단체활동 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
TRANSIT_Pluto_H12,Pluto,명왕성,12,"무의식, 영성, 숨겨진 것",248년,"명왕성이(가) 12하우스(무의식, 영성, 숨겨진 것)를 지나면서 변환, 재생, 힘의 에너지가 이 영역에 영향을 미칩니다.","무의식, 영성, 숨겨진 것 영역에서 변환, 재생, 힘과 관련된 성장과 발전의 기회가 열립니다.","명왕성의 에너지가 강하게 작용하여 무의식, 영성, 숨겨진 것 관련 도전이 있을 수 있습니다.","이 시기에는 무의식, 영성, 숨겨진 것 영역에 변환, 재생, 힘의 관점을 적용해보세요. 명왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Pluto transit to natal position: Activates change and growth.
