src,dst,rel,desc
기축,무신,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
기축,기유,합,기축와 기유의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
기축,경술,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
기축,신해,생,"성장과 발전의 시기, 토이 금을 북돋워 활력을 준다."
기축,임자,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
기축,계축,극,"조율이 필요한 시기, 토이 수을 제어한다. 객관적 판단 요구."
기축,갑인,형,"규칙과 자유의 마찰, 명예에서 자기통제 필요."
기축,갑인,해,"정서적 정리와 단절, 새 순환을 준비."
기축,을묘,귀인,좋은 인연·정보가 열려 진로 안정.
기축,을묘,해,"피로·오해의 흐름, 관계에서 속도조절 필요."
기축,병진,형,기축와 병진 사이의 내적 긴장. 심리적 피로 경계.
기축,병진,해,기축와 병진의 해(害)기운. 감정 노출과 정리의 시기.
기축,정사,충,기축와 정사 충돌. 명예 방향 수정의 전환점.
기축,정사,귀인,좋은 인연·정보가 열려 감정 안정.
기축,정사,형,"형세 재편의 시기, 감정관리 중요."
기축,무오,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
기축,기미,합,기축와 기미의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
기축,경신,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
기축,신유,생,"성장과 발전의 시기, 토이 금을 북돋워 활력을 준다."
기축,임술,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
기축,계해,극,"조율이 필요한 시기, 토이 수을 제어한다. 객관적 판단 요구."
경인,갑자,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
경인,을축,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
경인,병인,해,"피로·오해의 흐름, 진로에서 속도조절 필요."
경인,병인,귀인,좋은 인연·정보가 열려 직업 안정.
경인,정묘,형,경인와 정묘 사이의 내적 긴장. 심리적 피로 경계.
경인,정묘,귀인,좋은 인연·정보가 열려 재정 안정.
경인,정묘,충,금-화 대립으로 이동·변화 발생.
경인,무진,해,"정서적 정리와 단절, 새 순환을 준비."
경인,무진,형,"형세 재편의 시기, 감정관리 중요."
경인,무진,귀인,감정에 귀인의 조력 출현. 경인-무진 상호보완 기운.
경인,기사,형,경인와 기사 사이의 내적 긴장. 심리적 피로 경계.
경인,기사,해,경인와 기사의 해(害)기운. 감정 노출과 정리의 시기.
경인,경오,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
경인,신미,합,경인와 신미의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
경인,임신,생,내면이 밝아지고 명예에 기회가 열린다.
경인,계유,생,내면이 밝아지고 진로에 기회가 열린다.
경인,갑술,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
경인,을해,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
경인,병자,형,"형세 재편의 시기, 감정관리 중요."
경인,병자,귀인,관계에 귀인의 조력 출현. 경인-병자 상호보완 기운.
경인,병자,해,"피로·오해의 흐름, 생활에서 속도조절 필요."
경인,병자,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경인,정축,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경인,정축,형,경인와 정축 사이의 내적 긴장. 심리적 피로 경계.
경인,정축,해,"피로·오해의 흐름, 생활에서 속도조절 필요."
경인,무인,귀인,좋은 인연·정보가 열려 진로 안정.
경인,무인,해,"피로·오해의 흐름, 직업에서 속도조절 필요."
경인,무인,형,"형세 재편의 시기, 감정관리 중요."
경인,무인,충,금-토 대립으로 이동·변화 발생.
경인,기묘,귀인,사회에 귀인의 조력 출현. 경인-기묘 상호보완 기운.
경인,기묘,충,금-토 대립으로 이동·변화 발생.
경인,기묘,해,"피로·오해의 흐름, 능률에서 속도조절 필요."
경인,경진,합,경인와 경진의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
경인,신사,합,경인와 신사의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
경인,임오,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
경인,계미,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
경인,갑신,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
경인,을유,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
경인,병술,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경인,병술,형,"형세 재편의 시기, 감정관리 중요."
경인,병술,해,"피로·오해의 흐름, 대인관계에서 속도조절 필요."
경인,병술,귀인,좋은 인연·정보가 열려 능률 안정.
경인,정해,형,"규칙과 자유의 마찰, 진로에서 자기통제 필요."
경인,정해,해,"정서적 정리와 단절, 새 순환을 준비."
경인,정해,충,경인와 정해 충돌. 일상 방향 수정의 전환점.
경인,무자,형,경인와 무자 사이의 내적 긴장. 심리적 피로 경계.
경인,무자,귀인,재정에 귀인의 조력 출현. 경인-무자 상호보완 기운.
경인,무자,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경인,기축,해,"피로·오해의 흐름, 진로에서 속도조절 필요."
경인,기축,충,경인와 기축 충돌. 재정 방향 수정의 전환점.
경인,기축,귀인,도움 손길이 다가오며 대인관계 성과 향상.
경인,경인,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
경인,신묘,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
경인,임진,생,내면이 밝아지고 명예에 기회가 열린다.
경인,계사,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
경인,갑오,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
경인,을미,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
경인,병신,형,"규칙과 자유의 마찰, 명예에서 자기통제 필요."
경인,병신,귀인,직업에 귀인의 조력 출현. 경인-병신 상호보완 기운.
경인,병신,해,"피로·오해의 흐름, 일상에서 속도조절 필요."
경인,정유,해,"피로·오해의 흐름, 진로에서 속도조절 필요."
경인,정유,귀인,생활에 귀인의 조력 출현. 경인-정유 상호보완 기운.
경인,정유,형,"규칙과 자유의 마찰, 일상에서 자기통제 필요."
경인,무술,형,"규칙과 자유의 마찰, 명예에서 자기통제 필요."
경인,무술,충,경인와 무술 충돌. 직업 방향 수정의 전환점.
경인,무술,귀인,일상에 귀인의 조력 출현. 경인-무술 상호보완 기운.
경인,기해,귀인,좋은 인연·정보가 열려 진로 안정.
경인,경자,합,경인와 경자의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
경인,신축,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
경인,임인,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
경인,계묘,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
경인,갑진,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
경인,을사,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
경인,병오,귀인,도움 손길이 다가오며 사회 성과 향상.
경인,병오,충,금-화 대립으로 이동·변화 발생.
경인,병오,형,경인와 병오 사이의 내적 긴장. 심리적 피로 경계.
경인,정미,해,"피로·오해의 흐름, 명예에서 속도조절 필요."
경인,정미,형,경인와 정미 사이의 내적 긴장. 심리적 피로 경계.
경인,정미,귀인,좋은 인연·정보가 열려 능률 안정.
경인,무신,귀인,도움 손길이 다가오며 사회 성과 향상.
경인,무신,형,경인와 무신 사이의 내적 긴장. 심리적 피로 경계.
경인,무신,해,경인와 무신의 해(害)기운. 감정 노출과 정리의 시기.
경인,기유,해,"정서적 정리와 단절, 새 순환을 준비."
경인,기유,형,경인와 기유 사이의 내적 긴장. 심리적 피로 경계.
경인,기유,충,금-토 대립으로 이동·변화 발생.
경인,경술,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
경인,신해,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
경인,임자,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
경인,계축,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
경인,갑인,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
경인,을묘,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
경인,병진,형,경인와 병진 사이의 내적 긴장. 심리적 피로 경계.
경인,병진,귀인,관계에 귀인의 조력 출현. 경인-병진 상호보완 기운.
경인,병진,충,금-화 대립으로 이동·변화 발생.
경인,정사,해,"피로·오해의 흐름, 사회에서 속도조절 필요."
경인,정사,귀인,좋은 인연·정보가 열려 관계 안정.
경인,정사,형,"규칙과 자유의 마찰, 감정에서 자기통제 필요."
경인,정사,충,경인와 정사 충돌. 일상 방향 수정의 전환점.
경인,무오,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경인,무오,귀인,직업에 귀인의 조력 출현. 경인-무오 상호보완 기운.
경인,무오,형,"규칙과 자유의 마찰, 대인관계에서 자기통제 필요."
경인,기미,형,"형세 재편의 시기, 감정관리 중요."
경인,기미,귀인,관계에 귀인의 조력 출현. 경인-기미 상호보완 기운.
경인,기미,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경인,경신,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
경인,신유,합,경인와 신유의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
경인,임술,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
경인,계해,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
신묘,갑자,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
신묘,을축,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
신묘,병인,형,"규칙과 자유의 마찰, 진로에서 자기통제 필요."
신묘,병인,해,"피로·오해의 흐름, 재정에서 속도조절 필요."
신묘,정묘,귀인,사회에 귀인의 조력 출현. 신묘-정묘 상호보완 기운.
신묘,정묘,충,금-화 대립으로 이동·변화 발생.
신묘,무진,형,"형세 재편의 시기, 감정관리 중요."
신묘,무진,충,기존 구조가 흔들리지만 새로운 선택의 기회.
신묘,기사,충,금-토 대립으로 이동·변화 발생.
신묘,기사,해,신묘와 기사의 해(害)기운. 감정 노출과 정리의 시기.
신묘,기사,귀인,좋은 인연·정보가 열려 감정 안정.
신묘,경오,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신묘,신미,합,신묘와 신미의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
신묘,임신,생,내면이 밝아지고 사회에 기회가 열린다.
신묘,계유,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
신묘,갑술,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
신묘,을해,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
신묘,병자,충,신묘와 병자 충돌. 진로 방향 수정의 전환점.
신묘,병자,해,"피로·오해의 흐름, 직업에서 속도조절 필요."
신묘,병자,형,신묘와 병자 사이의 내적 긴장. 심리적 피로 경계.
신묘,정축,해,"피로·오해의 흐름, 명예에서 속도조절 필요."
신묘,정축,귀인,재정에 귀인의 조력 출현. 신묘-정축 상호보완 기운.
신묘,정축,충,금-화 대립으로 이동·변화 발생.
신묘,무인,귀인,도움 손길이 다가오며 사회 성과 향상.
신묘,무인,해,"정서적 정리와 단절, 새 순환을 준비."
신묘,무인,형,신묘와 무인 사이의 내적 긴장. 심리적 피로 경계.
신묘,기묘,귀인,도움 손길이 다가오며 명예 성과 향상.
신묘,기묘,해,"정서적 정리와 단절, 새 순환을 준비."
신묘,경진,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신묘,신사,합,신묘와 신사의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
신묘,임오,생,내면이 밝아지고 사회에 기회가 열린다.
신묘,계미,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신묘,갑신,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
신묘,을유,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
신묘,병술,형,신묘와 병술 사이의 내적 긴장. 심리적 피로 경계.
신묘,병술,귀인,좋은 인연·정보가 열려 관계 안정.
신묘,병술,해,"정서적 정리와 단절, 새 순환을 준비."
신묘,정해,귀인,도움 손길이 다가오며 진로 성과 향상.
신묘,정해,형,"규칙과 자유의 마찰, 직업에서 자기통제 필요."
신묘,정해,해,"정서적 정리와 단절, 새 순환을 준비."
신묘,무자,귀인,사회에 귀인의 조력 출현. 신묘-무자 상호보완 기운.
신묘,무자,해,"피로·오해의 흐름, 재정에서 속도조절 필요."
신묘,무자,충,신묘와 무자 충돌. 대인관계 방향 수정의 전환점.
신묘,기축,충,기존 구조가 흔들리지만 새로운 선택의 기회.
신묘,기축,해,신묘와 기축의 해(害)기운. 감정 노출과 정리의 시기.
신묘,경인,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
신묘,신묘,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
신묘,임진,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신묘,계사,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
신묘,갑오,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
신묘,을미,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
신묘,병신,충,금-화 대립으로 이동·변화 발생.
신묘,병신,귀인,도움 손길이 다가오며 감정 성과 향상.
신묘,병신,형,"형세 재편의 시기, 감정관리 중요."
신묘,정유,충,신묘와 정유 충돌. 진로 방향 수정의 전환점.
신묘,정유,귀인,도움 손길이 다가오며 관계 성과 향상.
신묘,정유,형,"규칙과 자유의 마찰, 감정에서 자기통제 필요."
신묘,무술,귀인,좋은 인연·정보가 열려 사회 안정.
신묘,무술,해,신묘와 무술의 해(害)기운. 감정 노출과 정리의 시기.
신묘,무술,형,"규칙과 자유의 마찰, 감정에서 자기통제 필요."
신묘,기해,충,기존 구조가 흔들리지만 새로운 선택의 기회.
신묘,기해,형,신묘와 기해 사이의 내적 긴장. 심리적 피로 경계.
신묘,기해,해,"피로·오해의 흐름, 감정에서 속도조절 필요."
신묘,경자,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신묘,신축,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신묘,임인,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신묘,계묘,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
신묘,갑진,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
신묘,을사,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
신묘,병오,귀인,진로에 귀인의 조력 출현. 신묘-병오 상호보완 기운.
신묘,병오,충,기존 구조가 흔들리지만 새로운 선택의 기회.
신묘,병오,형,신묘와 병오 사이의 내적 긴장. 심리적 피로 경계.
신묘,정미,형,"형세 재편의 시기, 감정관리 중요."
신묘,정미,귀인,직업에 귀인의 조력 출현. 신묘-정미 상호보완 기운.
신묘,정미,해,"정서적 정리와 단절, 새 순환을 준비."
신묘,무신,충,기존 구조가 흔들리지만 새로운 선택의 기회.
신묘,무신,귀인,관계에 귀인의 조력 출현. 신묘-무신 상호보완 기운.
신묘,무신,해,"정서적 정리와 단절, 새 순환을 준비."
신묘,기유,충,금-토 대립으로 이동·변화 발생.
신묘,기유,해,"정서적 정리와 단절, 새 순환을 준비."
신묘,경술,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
신묘,신해,합,신묘와 신해의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
신묘,임자,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신묘,계축,생,내면이 밝아지고 사회에 기회가 열린다.
신묘,갑인,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
신묘,을묘,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
신묘,병진,귀인,도움 손길이 다가오며 사회 성과 향상.
신묘,병진,해,신묘와 병진의 해(害)기운. 감정 노출과 정리의 시기.
신묘,병진,형,"규칙과 자유의 마찰, 대인관계에서 자기통제 필요."
신묘,정사,해,신묘와 정사의 해(害)기운. 감정 노출과 정리의 시기.
신묘,무오,해,"피로·오해의 흐름, 명예에서 속도조절 필요."
신묘,기미,충,기존 구조가 흔들리지만 새로운 선택의 기회.
신묘,기미,형,신묘와 기미 사이의 내적 긴장. 심리적 피로 경계.
신묘,기미,귀인,도움 손길이 다가오며 능률 성과 향상.
신묘,경신,합,신묘와 경신의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
신묘,신유,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
신묘,임술,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
신묘,계해,생,내면이 밝아지고 진로에 기회가 열린다.
임진,갑자,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
임진,을축,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
임진,병인,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임진,정묘,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
임진,무진,충,임진와 무진 충돌. 명예 방향 수정의 전환점.
임진,무진,형,임진와 무진 사이의 내적 긴장. 심리적 피로 경계.
임진,기사,충,임진와 기사 충돌. 사회 방향 수정의 전환점.
임진,기사,해,"피로·오해의 흐름, 생활에서 속도조절 필요."
임진,기사,형,"형세 재편의 시기, 감정관리 중요."
임진,경오,해,"정서적 정리와 단절, 새 순환을 준비."
임진,경오,형,"규칙과 자유의 마찰, 직업에서 자기통제 필요."
임진,경오,귀인,일상에 귀인의 조력 출현. 임진-경오 상호보완 기운.
임진,신미,해,"정서적 정리와 단절, 새 순환을 준비."
임진,임신,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
임진,계유,합,임진와 계유의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
임진,갑술,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임진,을해,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임진,병자,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
임진,정축,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
임진,무인,해,임진와 무인의 해(害)기운. 감정 노출과 정리의 시기.
임진,무인,귀인,좋은 인연·정보가 열려 직업 안정.
임진,기묘,형,임진와 기묘 사이의 내적 긴장. 심리적 피로 경계.
임진,기묘,귀인,관계에 귀인의 조력 출현. 임진-기묘 상호보완 기운.
임진,기묘,해,임진와 기묘의 해(害)기운. 감정 노출과 정리의 시기.
임진,경진,형,"형세 재편의 시기, 감정관리 중요."
임진,경진,해,"피로·오해의 흐름, 대인관계에서 속도조절 필요."
임진,신사,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임진,신사,해,"피로·오해의 흐름, 직업에서 속도조절 필요."
임진,신사,귀인,능률에 귀인의 조력 출현. 임진-신사 상호보완 기운.
임진,임오,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
임진,계미,합,임진와 계미의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
임진,갑신,생,내면이 밝아지고 사회에 기회가 열린다.
임진,을유,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임진,병술,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
임진,정해,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
임진,무자,해,"정서적 정리와 단절, 새 순환을 준비."
임진,무자,귀인,재정에 귀인의 조력 출현. 임진-무자 상호보완 기운.
임진,무자,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임진,기축,귀인,진로에 귀인의 조력 출현. 임진-기축 상호보완 기운.
임진,기축,형,임진와 기축 사이의 내적 긴장. 심리적 피로 경계.
임진,기축,해,"피로·오해의 흐름, 감정에서 속도조절 필요."
임진,경인,귀인,좋은 인연·정보가 열려 명예 안정.
임진,경인,형,임진와 경인 사이의 내적 긴장. 심리적 피로 경계.
임진,경인,충,임진와 경인 충돌. 감정 방향 수정의 전환점.
임진,경인,해,임진와 경인의 해(害)기운. 감정 노출과 정리의 시기.
임진,신묘,귀인,진로에 귀인의 조력 출현. 임진-신묘 상호보완 기운.
임진,신묘,해,"피로·오해의 흐름, 관계에서 속도조절 필요."
임진,신묘,형,임진와 신묘 사이의 내적 긴장. 심리적 피로 경계.
임진,임진,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
임진,계사,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
임진,갑오,생,내면이 밝아지고 진로에 기회가 열린다.
임진,을미,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임진,병신,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임진,정유,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
임진,무술,형,"형세 재편의 시기, 감정관리 중요."
임진,무술,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임진,기해,귀인,도움 손길이 다가오며 진로 성과 향상.
임진,기해,해,"정서적 정리와 단절, 새 순환을 준비."
임진,경자,귀인,도움 손길이 다가오며 명예 성과 향상.
임진,경자,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임진,경자,형,"형세 재편의 시기, 감정관리 중요."
임진,신축,해,"정서적 정리와 단절, 새 순환을 준비."
임진,신축,형,임진와 신축 사이의 내적 긴장. 심리적 피로 경계.
임진,신축,귀인,좋은 인연·정보가 열려 대인관계 안정.
임진,신축,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임진,임인,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
임진,계묘,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
임진,갑진,생,내면이 밝아지고 사회에 기회가 열린다.
임진,을사,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임진,병오,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
임진,정미,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
임진,무신,형,"규칙과 자유의 마찰, 명예에서 자기통제 필요."
임진,무신,충,임진와 무신 충돌. 감정 방향 수정의 전환점.
임진,기유,귀인,명예에 귀인의 조력 출현. 임진-기유 상호보완 기운.
임진,기유,형,임진와 기유 사이의 내적 긴장. 심리적 피로 경계.
임진,기유,충,임진와 기유 충돌. 대인관계 방향 수정의 전환점.
임진,경술,귀인,도움 손길이 다가오며 사회 성과 향상.
임진,경술,형,"규칙과 자유의 마찰, 직업에서 자기통제 필요."
임진,경술,해,"피로·오해의 흐름, 생활에서 속도조절 필요."
임진,신해,형,임진와 신해 사이의 내적 긴장. 심리적 피로 경계.
임진,신해,귀인,도움 손길이 다가오며 직업 성과 향상.
임진,신해,충,수-금 대립으로 이동·변화 발생.
임진,임자,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
임진,계축,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
임진,갑인,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
임진,을묘,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
임진,병진,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임진,정사,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
임진,무오,귀인,도움 손길이 다가오며 진로 성과 향상.
임진,무오,해,임진와 무오의 해(害)기운. 감정 노출과 정리의 시기.
임진,무오,형,임진와 무오 사이의 내적 긴장. 심리적 피로 경계.
임진,기미,형,임진와 기미 사이의 내적 긴장. 심리적 피로 경계.
임진,기미,귀인,좋은 인연·정보가 열려 대인관계 안정.
임진,기미,충,임진와 기미 충돌. 감정 방향 수정의 전환점.
임진,경신,형,"규칙과 자유의 마찰, 명예에서 자기통제 필요."
임진,경신,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임진,경신,해,"정서적 정리와 단절, 새 순환을 준비."
임진,신유,형,"규칙과 자유의 마찰, 명예에서 자기통제 필요."
임진,신유,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임진,신유,귀인,감정에 귀인의 조력 출현. 임진-신유 상호보완 기운.
임진,임술,합,임진와 임술의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
임진,계해,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계사,갑자,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
계사,을축,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
계사,병인,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
계사,정묘,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
계사,무진,형,계사와 무진 사이의 내적 긴장. 심리적 피로 경계.
계사,무진,해,계사와 무진의 해(害)기운. 감정 노출과 정리의 시기.
계사,무진,귀인,감정에 귀인의 조력 출현. 계사-무진 상호보완 기운.
계사,기사,해,계사와 기사의 해(害)기운. 감정 노출과 정리의 시기.
계사,기사,귀인,좋은 인연·정보가 열려 관계 안정.
계사,기사,형,"형세 재편의 시기, 감정관리 중요."
계사,경오,충,계사와 경오 충돌. 명예 방향 수정의 전환점.
계사,경오,귀인,도움 손길이 다가오며 재정 성과 향상.
계사,경오,형,계사와 경오 사이의 내적 긴장. 심리적 피로 경계.
계사,경오,해,"피로·오해의 흐름, 일상에서 속도조절 필요."
계사,신미,충,수-금 대립으로 이동·변화 발생.
계사,신미,형,"형세 재편의 시기, 감정관리 중요."
계사,임신,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
계사,계유,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계사,갑술,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
계사,을해,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
계사,병자,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
계사,정축,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
계사,무인,해,계사와 무인의 해(害)기운. 감정 노출과 정리의 시기.
계사,무인,형,계사와 무인 사이의 내적 긴장. 심리적 피로 경계.
계사,기묘,귀인,좋은 인연·정보가 열려 사회 안정.
계사,기묘,형,"형세 재편의 시기, 감정관리 중요."
계사,경진,충,계사와 경진 충돌. 명예 방향 수정의 전환점.
계사,경진,해,"피로·오해의 흐름, 직업에서 속도조절 필요."
계사,경진,귀인,좋은 인연·정보가 열려 대인관계 안정.
계사,신사,귀인,좋은 인연·정보가 열려 사회 안정.
계사,신사,충,계사와 신사 충돌. 직업 방향 수정의 전환점.
계사,신사,해,계사와 신사의 해(害)기운. 감정 노출과 정리의 시기.
계사,임오,합,계사와 임오의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
계사,계미,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
계사,갑신,생,내면이 밝아지고 진로에 기회가 열린다.
계사,을유,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
계사,병술,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
계사,정해,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
계사,무자,해,계사와 무자의 해(害)기운. 감정 노출과 정리의 시기.
계사,무자,귀인,도움 손길이 다가오며 감정 성과 향상.
계사,무자,형,"규칙과 자유의 마찰, 능률에서 자기통제 필요."
계사,기축,형,"형세 재편의 시기, 감정관리 중요."
계사,기축,충,계사와 기축 충돌. 관계 방향 수정의 전환점.
계사,기축,귀인,좋은 인연·정보가 열려 대인관계 안정.
계사,경인,해,"피로·오해의 흐름, 진로에서 속도조절 필요."
계사,경인,형,계사와 경인 사이의 내적 긴장. 심리적 피로 경계.
계사,경인,충,기존 구조가 흔들리지만 새로운 선택의 기회.
계사,신묘,충,수-금 대립으로 이동·변화 발생.
계사,신묘,귀인,도움 손길이 다가오며 재정 성과 향상.
계사,신묘,형,"형세 재편의 시기, 감정관리 중요."
계사,신묘,해,계사와 신묘의 해(害)기운. 감정 노출과 정리의 시기.
계사,임진,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계사,계사,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계사,갑오,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
