id,label,type,stem,branch,element_interaction,description,career,wealth,relationship,health,advice
AF_정_해,정해년운,annual_fortune,정,亥,수극화,"정화가 해수를 만나 편관운. 큰 물이 촛불을 위협. 외부 압력이 강한 해.","조직의 압박. 큰 프로젝트의 책임. 시련이지만 성장 기회.","지출 증가. 보험/법적 비용. 시련 후 보상이 따름.","강한 파트너와의 관계. 지배/피지배 역학. 균형 필요.","심장/신장 주의. 냉증 + 심장 부담.","작은 불꽃도 꺼지지 않으면 큰 불이 됩니다. 포기하지 마세요."
AF_무_자,무자년운,annual_fortune,무,子,토극수,"무토가 자수를 만나 정재운. 큰 산이 강물을 다스리는 상. 재물 관리 능력 발휘.","재무/경영/자산관리 분야. 조직의 재정을 책임지는 역할.","안정적 재물 증식. 부동산/예금/채권 등 안전 자산. 꾸준한 수입.","안정적이고 현실적 관계. 경제적 파트너십.","신장/위장 주의. 수분 대사 + 소화기.","재물을 다스리세요. 올해는 버는 것보다 관리하는 것이 중요합니다."
AF_무_진,무진년운,annual_fortune,무,辰,비화토,"무토가 진토를 만나 비견운. 큰 산과 큰 땅이 만나는 상. 안정감 극대화.","부동산/건설/인프라 분야 최적. 안정적 조직 생활. 관리/경영에 유리.","부동산 수입. 토지/건물 관련 기회. 안정적 자산 축적.","든든하고 안정적 관계. 결혼/가정 안정. 가족 관계 강화.","소화기/위장 주의. 비만/당뇨 관리.","안정이 곧 힘입니다. 흔들리지 않는 기반을 구축하세요."
AF_무_오,무오년운,annual_fortune,무,午,화생토,"무토가 오화를 만나 정인운. 불이 흙을 단단하게. 지혜와 권위가 결합.","교육행정/공공기관/관리직. 권위 있는 지위. 학위 취득.","안정적 수입에 명예 보너스. 사회적 지위가 재물로 연결.","존경받는 관계. 배우자의 지원. 가족의 인정.","심장/위장 동시 관리. 열증 주의.","권위를 세우되 겸손하세요. 올해의 명예가 평생의 자산입니다."
AF_기_사,기사년운,annual_fortune,기,巳,화생토,"기토가 사화를 만나 편인운. 뱀의 지혜가 부드러운 흙에 스며듦. 전략적 학습.","전략/기획/마케팅 분야. 데이터 분석 + 감각의 결합. IT/디지털 마케팅.","지적 능력이 수입으로. 컨설팅/자문 수입. 전문 지식 판매.","지적이면서 따뜻한 관계. 전략적이지만 진심어린.","심장/위장 주의. 열과 습의 균형.","전략과 감성의 균형이 올해의 키워드입니다."
AF_기_미,기미년운,annual_fortune,기,未,비화토,"기토가 미토를 만나 비견운(건록). 부드러운 흙이 가장 순수한 에너지. 포용과 관리의 해.","교육/복지/식품/서비스 분야. 사람을 돌보는 직업에서 성과. HR/인사 유리.","안정적 수입. 서비스업 수입. 사람 관리에서 수익.","따뜻한 가정적 분위기. 양육/돌봄의 기쁨. 부모역할 강화.","소화기/비장 주의. 습기 관련 질환.","따뜻한 마음이 가장 큰 자산입니다. 사람을 돌보는 일에서 보람을 찾으세요."
AF_기_해,기해년운,annual_fortune,기,亥,토극수,"기토가 해수를 만나 편재운. 부드러운 흙이 큰 물을 만남. 도전적 재물 운.","해외/무역/유통 관련 기회. 큰 시장에서의 도전. 온라인/글로벌 비즈니스.","해외 투자 기회. 큰 시장에서의 수익. 하지만 리스크 관리 필수.","해외 인연. 문화 차이를 넘는 관계. 자유로운 만남.","비뇨기/소화기 주의. 해외여행 중 건강.","큰 물에서 기회를 찾으세요. 글로벌 시각이 올해의 경쟁력입니다."
AF_경_인,경인년운,annual_fortune,경,寅,금극목,"경금이 인목을 만나 편재운. 도끼로 나무를 찍는 상. 과감한 재물 활동.","적극적 사업 활동. 새로운 시장 개척. 경쟁을 이기는 전략.","과감한 투자에서 수익. 하지만 리스크도 큼. 모험적 재물운.","활동적이고 역동적인 관계. 함께 도전하는 파트너.","간/폐 주의. 교통사고 조심. 뼈/관절.","과감하되 무모하지 마세요. 계산된 도전이 성공의 열쇠입니다."
AF_경_오,경오년운,annual_fortune,경,午,화극금,"경금이 오화를 만나 편관운. 불이 쇠를 녹이는 상. 강한 시련과 단련의 해.","직장 압박 극심. 구조조정/이직 가능. 하지만 시련 후 강해짐. 군인/경찰/소방 유리.","예상치 못한 지출. 법적 비용. 보험 활용. 시련 후 보상.","통제와 갈등. 파트너의 압박. 인내가 필요한 관계.","심장/폐 동시 약화. 화상 주의. 혈압 관리.","불 속에서 단련된 쇠가 가장 강합니다. 시련을 성장의 기회로."
AF_경_신,경신년운,annual_fortune,경,申,비화금,"경금이 신금을 만나 비견운(건록). 칼 옆에 도끼. 결단력과 실행력이 극대화.","법률/금융/군사/의료 분야. 결단이 필요한 상황에서 빛남. 리더십 발휘.","과감한 투자 결정. 금융 상품 수익. 부실 자산 정리.","직선적이고 명확한 관계. 겉치레 없는 솔직한 사랑.","폐/대장 주의. 호흡기 질환. 피부 건조.","결단하세요. 우유부단함이 가장 큰 적입니다. 칼처럼 명쾌하게."
AF_경_술,경술년운,annual_fortune,경,戌,토생금,"경금이 술토를 만나 편인운. 가을 흙이 쇠를 보호하고 키움. 보호와 성숙의 해.","경험 축적. 시니어/전문가 역할. 후배 양성. 교육/멘토링.","안정적 자산 관리. 장기 투자 수익. 보험/연금 정리.","오래된 관계의 깊어짐. 신뢰 기반의 파트너십.","폐/소화기 주의. 가을 건강관리.","경험이 가장 큰 자산입니다. 축적된 지혜를 나누세요."
AF_신_축,신축년운,annual_fortune,신,丑,토생금,"신금이 축토를 만나 편인운. 흙이 보석을 품는 상. 보호와 숙성의 에너지.","장기 프로젝트에 유리. 꾸준한 실력 축적. 연구/개발 분야.","장기 투자 수익. 숙성된 자산의 가치 상승. 골동품/빈티지 투자.","시간이 갈수록 깊어지는 관계. 오래된 인연의 소중함.","소화기/폐 주의. 겨울 건강관리.","때를 기다리세요. 숙성된 것이 더 가치있습니다."
AF_신_유,신유년운,annual_fortune,신,酉,비화금,"신금이 유금을 만나 비견운(건록). 보석이 보석 상자를 만남. 미적 감각과 판단력 극대화.","보석/패션/미술/뷰티 분야. 감정평가/감사/품질관리 유리. 미적 산업.","예술품/보석 투자. 미적 가치가 경제적 가치로. 감정 능력이 수입.","높은 기준의 연애. 까다롭지만 진심을 주면 변치 않음.","폐/대장/피부 주의. 건조/아토피.","아름다움을 추구하세요. 당신의 미적 감각이 최고의 자산입니다."
AF_신_해,신해년운,annual_fortune,신,亥,금생수,"신금이 해수를 만나 식신운. 보석에서 맑은 물이 흐르는 상. 표현력과 재능 개화.","예술/문학/요리/콘텐츠 창작. 감각적 표현이 빛나는 해. 유튜브/SNS 성과.","재능이 수입으로. 콘텐츠 수익화. 감각적 비즈니스.","편안하고 즐거운 관계. 함께 미식/문화생활을 즐기는 파트너.","폐/신장 주의. 겨울 건강관리.","재능을 표현하세요. 숨기지 말고 세상에 보여주면 올해 인정받습니다."
AF_임_자,임자년운,annual_fortune,임,子,비화수,"임수가 자수를 만나 비견운(건록). 바다가 강을 만남. 지혜와 포용의 극대화.","학술/연구/IT/글로벌 비즈니스. 분석력이 빛나는 해. 데이터 기반 의사결정.","금융/투자 분석으로 수익. 해외 수입. 지적 재산권.","깊고 넓은 사랑. 지적 교감. 자유로운 관계 선호.","신장/방광/비뇨기 주의. 수분 대사 관리.","깊이 생각하고 넓게 보세요. 당신의 통찰력이 올해 가장 큰 무기입니다."
AF_임_오,임오년운,annual_fortune,임,午,수극화,"임수가 오화를 만나 편재운. 큰 물이 불을 만나는 상. 감정과 열정의 충돌.","다이나믹한 사업 환경. 감정적 결정 주의. 엔터/이벤트 분야.","큰 변동. 감정적 투자 실패 주의. 냉정한 분석이 중요.","격렬한 감정의 관계. 사랑과 다툼이 교차. 드라마틱한 연애.","심장/신장 동시 주의. 혈압/비뇨기.","감정에 휘둘리지 마세요. 냉정한 판단이 올해의 성패를 가릅니다."
AF_임_신,임신년운,annual_fortune,임,申,금생수,"임수가 신금을 만나 편인운. 금이 물을 생산. 강력한 학문/보호 에너지.","연구/분석/데이터과학 최적. 해외 유학/연수. 고등교육 성취.","지적 투자의 수익화. 연구 성과의 상업화. 특허/라이선스.","지적 멘토와의 인연. 배움을 통한 성장 관계.","폐/신장 주의. 호흡기 + 수분 대사 관리.","지식에 투자하세요. 올해의 배움이 평생의 전문성이 됩니다."
AF_계_축,계축년운,annual_fortune,계,丑,토극수,"계수가 축토를 만나 편관운. 흙이 물을 막는 상. 외부 제약과 규율.","조직의 규율 강화. 구조적 제약 속 성장. 공무원/공공기관 유리.","지출 관리 필요. 절약/저축의 해. 불필요한 지출 정리.","책임감 있는 관계. 규율적 파트너. 가정의 안정.","비뇨기/소화기 주의. 겨울 냉증 + 위장.","제약 속에서도 성장할 수 있습니다. 규율이 자유의 기반입니다."
AF_계_유,계유년운,annual_fortune,계,酉,금생수,"계수가 유금을 만나 정인운. 보석에서 이슬이 맺히는 상. 섬세한 지혜와 미적 감각.","미술/디자인/감정평가/심리분석. 섬세한 분석 능력. 카운슬링.","예술적 감정 능력이 수입. 미적 판단력이 경제적 가치.","섬세하고 깊은 관계. 서로의 내면을 이해하는 인연.","폐/신장 주의. 비뇨기/호흡기.","섬세함이 당신의 강점입니다. 디테일에서 가치를 찾으세요."
AF_계_해,계해년운,annual_fortune,계,亥,비화수,"계수가 해수를 만나 겁재운. 이슬비가 바다를 만남. 작은 물이 큰 물에 합류.","대규모 프로젝트 참여. 큰 조직에서 역할. 해외 관련 업무. 물류/유통.","큰 흐름을 타면 수익. 단독보다 합류가 유리. 대세에 편승.","넓은 세계의 인연. 해외 인연. 자유로운 관계.","신장/방광 특별 주의. 냉증/부종.","큰 물에 합류하세요. 혼자보다 함께할 때 더 멀리 갑니다."
