id,label,type,ganji,sibsin,description
GAN_을해_비견,을해·비견,saju_ganji_sibsin,을해,비견,GAN_을해 일주의 비견 십신 결합 노드.
GAN_을해_상관,을해·상관,saju_ganji_sibsin,을해,상관,GAN_을해 일주의 상관 십신 결합 노드.
GAN_을해_식신,을해·식신,saju_ganji_sibsin,을해,식신,GAN_을해 일주의 식신 십신 결합 노드.
GAN_을해_정관,을해·정관,saju_ganji_sibsin,을해,정관,GAN_을해 일주의 정관 십신 결합 노드.
GAN_을해_정인,을해·정인,saju_ganji_sibsin,을해,정인,GAN_을해 일주의 정인 십신 결합 노드.
GAN_을해_정재,을해·정재,saju_ganji_sibsin,을해,정재,GAN_을해 일주의 정재 십신 결합 노드.
GAN_을해_편관,을해·편관,saju_ganji_sibsin,을해,편관,GAN_을해 일주의 편관 십신 결합 노드.
GAN_을해_편인,을해·편인,saju_ganji_sibsin,을해,편인,GAN_을해 일주의 편인 십신 결합 노드.
GAN_을해_편재,을해·편재,saju_ganji_sibsin,을해,편재,GAN_을해 일주의 편재 십신 결합 노드.
GAN_임술_겁재,임술·겁재,saju_ganji_sibsin,임술,겁재,GAN_임술 일주의 겁재 십신 결합 노드.
GAN_임술_비견,임술·비견,saju_ganji_sibsin,임술,비견,GAN_임술 일주의 비견 십신 결합 노드.
GAN_임술_상관,임술·상관,saju_ganji_sibsin,임술,상관,GAN_임술 일주의 상관 십신 결합 노드.
GAN_임술_식신,임술·식신,saju_ganji_sibsin,임술,식신,GAN_임술 일주의 식신 십신 결합 노드.
GAN_임술_정관,임술·정관,saju_ganji_sibsin,임술,정관,GAN_임술 일주의 정관 십신 결합 노드.
GAN_임술_정인,임술·정인,saju_ganji_sibsin,임술,정인,GAN_임술 일주의 정인 십신 결합 노드.
GAN_임술_정재,임술·정재,saju_ganji_sibsin,임술,정재,GAN_임술 일주의 정재 십신 결합 노드.
GAN_임술_편관,임술·편관,saju_ganji_sibsin,임술,편관,GAN_임술 일주의 편관 십신 결합 노드.
GAN_임술_편인,임술·편인,saju_ganji_sibsin,임술,편인,GAN_임술 일주의 편인 십신 결합 노드.
GAN_임술_편재,임술·편재,saju_ganji_sibsin,임술,편재,GAN_임술 일주의 편재 십신 결합 노드.
GAN_임신_겁재,임신·겁재,saju_ganji_sibsin,임신,겁재,GAN_임신 일주의 겁재 십신 결합 노드.
GAN_임신_비견,임신·비견,saju_ganji_sibsin,임신,비견,GAN_임신 일주의 비견 십신 결합 노드.
GAN_임신_상관,임신·상관,saju_ganji_sibsin,임신,상관,GAN_임신 일주의 상관 십신 결합 노드.
GAN_임신_식신,임신·식신,saju_ganji_sibsin,임신,식신,GAN_임신 일주의 식신 십신 결합 노드.
GAN_임신_정관,임신·정관,saju_ganji_sibsin,임신,정관,GAN_임신 일주의 정관 십신 결합 노드.
GAN_임신_정인,임신·정인,saju_ganji_sibsin,임신,정인,GAN_임신 일주의 정인 십신 결합 노드.
GAN_임신_정재,임신·정재,saju_ganji_sibsin,임신,정재,GAN_임신 일주의 정재 십신 결합 노드.
GAN_임신_편관,임신·편관,saju_ganji_sibsin,임신,편관,GAN_임신 일주의 편관 십신 결합 노드.
GAN_임신_편인,임신·편인,saju_ganji_sibsin,임신,편인,GAN_임신 일주의 편인 십신 결합 노드.
GAN_임신_편재,임신·편재,saju_ganji_sibsin,임신,편재,GAN_임신 일주의 편재 십신 결합 노드.
GAN_임오_겁재,임오·겁재,saju_ganji_sibsin,임오,겁재,GAN_임오 일주의 겁재 십신 결합 노드.
GAN_임오_비견,임오·비견,saju_ganji_sibsin,임오,비견,GAN_임오 일주의 비견 십신 결합 노드.
GAN_임오_상관,임오·상관,saju_ganji_sibsin,임오,상관,GAN_임오 일주의 상관 십신 결합 노드.
GAN_임오_식신,임오·식신,saju_ganji_sibsin,임오,식신,GAN_임오 일주의 식신 십신 결합 노드.
GAN_임오_정관,임오·정관,saju_ganji_sibsin,임오,정관,GAN_임오 일주의 정관 십신 결합 노드.
GAN_임오_정인,임오·정인,saju_ganji_sibsin,임오,정인,GAN_임오 일주의 정인 십신 결합 노드.
GAN_임오_정재,임오·정재,saju_ganji_sibsin,임오,정재,GAN_임오 일주의 정재 십신 결합 노드.
GAN_임오_편관,임오·편관,saju_ganji_sibsin,임오,편관,GAN_임오 일주의 편관 십신 결합 노드.
GAN_임오_편인,임오·편인,saju_ganji_sibsin,임오,편인,GAN_임오 일주의 편인 십신 결합 노드.
GAN_임오_편재,임오·편재,saju_ganji_sibsin,임오,편재,GAN_임오 일주의 편재 십신 결합 노드.
GAN_임인_겁재,임인·겁재,saju_ganji_sibsin,임인,겁재,GAN_임인 일주의 겁재 십신 결합 노드.
GAN_임인_비견,임인·비견,saju_ganji_sibsin,임인,비견,GAN_임인 일주의 비견 십신 결합 노드.
GAN_임인_상관,임인·상관,saju_ganji_sibsin,임인,상관,GAN_임인 일주의 상관 십신 결합 노드.
GAN_임인_식신,임인·식신,saju_ganji_sibsin,임인,식신,GAN_임인 일주의 식신 십신 결합 노드.
GAN_임인_정관,임인·정관,saju_ganji_sibsin,임인,정관,GAN_임인 일주의 정관 십신 결합 노드.
GAN_임인_정인,임인·정인,saju_ganji_sibsin,임인,정인,GAN_임인 일주의 정인 십신 결합 노드.
GAN_임인_정재,임인·정재,saju_ganji_sibsin,임인,정재,GAN_임인 일주의 정재 십신 결합 노드.
GAN_임인_편관,임인·편관,saju_ganji_sibsin,임인,편관,GAN_임인 일주의 편관 십신 결합 노드.
GAN_임인_편인,임인·편인,saju_ganji_sibsin,임인,편인,GAN_임인 일주의 편인 십신 결합 노드.
GAN_임인_편재,임인·편재,saju_ganji_sibsin,임인,편재,GAN_임인 일주의 편재 십신 결합 노드.
GAN_임자_겁재,임자·겁재,saju_ganji_sibsin,임자,겁재,GAN_임자 일주의 겁재 십신 결합 노드.
GAN_임자_비견,임자·비견,saju_ganji_sibsin,임자,비견,GAN_임자 일주의 비견 십신 결합 노드.
GAN_임자_상관,임자·상관,saju_ganji_sibsin,임자,상관,GAN_임자 일주의 상관 십신 결합 노드.
GAN_임자_식신,임자·식신,saju_ganji_sibsin,임자,식신,GAN_임자 일주의 식신 십신 결합 노드.
GAN_임자_정관,임자·정관,saju_ganji_sibsin,임자,정관,GAN_임자 일주의 정관 십신 결합 노드.
GAN_임자_정인,임자·정인,saju_ganji_sibsin,임자,정인,GAN_임자 일주의 정인 십신 결합 노드.
GAN_임자_정재,임자·정재,saju_ganji_sibsin,임자,정재,GAN_임자 일주의 정재 십신 결합 노드.
GAN_임자_편관,임자·편관,saju_ganji_sibsin,임자,편관,GAN_임자 일주의 편관 십신 결합 노드.
GAN_임자_편인,임자·편인,saju_ganji_sibsin,임자,편인,GAN_임자 일주의 편인 십신 결합 노드.
GAN_임자_편재,임자·편재,saju_ganji_sibsin,임자,편재,GAN_임자 일주의 편재 십신 결합 노드.
GAN_임진_겁재,임진·겁재,saju_ganji_sibsin,임진,겁재,GAN_임진 일주의 겁재 십신 결합 노드.
GAN_임진_비견,임진·비견,saju_ganji_sibsin,임진,비견,GAN_임진 일주의 비견 십신 결합 노드.
GAN_임진_상관,임진·상관,saju_ganji_sibsin,임진,상관,GAN_임진 일주의 상관 십신 결합 노드.
GAN_임진_식신,임진·식신,saju_ganji_sibsin,임진,식신,GAN_임진 일주의 식신 십신 결합 노드.
GAN_임진_정관,임진·정관,saju_ganji_sibsin,임진,정관,GAN_임진 일주의 정관 십신 결합 노드.
GAN_임진_정인,임진·정인,saju_ganji_sibsin,임진,정인,GAN_임진 일주의 정인 십신 결합 노드.
GAN_임진_정재,임진·정재,saju_ganji_sibsin,임진,정재,GAN_임진 일주의 정재 십신 결합 노드.
GAN_임진_편관,임진·편관,saju_ganji_sibsin,임진,편관,GAN_임진 일주의 편관 십신 결합 노드.
GAN_임진_편인,임진·편인,saju_ganji_sibsin,임진,편인,GAN_임진 일주의 편인 십신 결합 노드.
GAN_임진_편재,임진·편재,saju_ganji_sibsin,임진,편재,GAN_임진 일주의 편재 십신 결합 노드.
GAN_정묘_겁재,정묘·겁재,saju_ganji_sibsin,정묘,겁재,GAN_정묘 일주의 겁재 십신 결합 노드.
GAN_정묘_비견,정묘·비견,saju_ganji_sibsin,정묘,비견,GAN_정묘 일주의 비견 십신 결합 노드.
GAN_정묘_상관,정묘·상관,saju_ganji_sibsin,정묘,상관,GAN_정묘 일주의 상관 십신 결합 노드.
GAN_정묘_식신,정묘·식신,saju_ganji_sibsin,정묘,식신,GAN_정묘 일주의 식신 십신 결합 노드.
GAN_정묘_정관,정묘·정관,saju_ganji_sibsin,정묘,정관,GAN_정묘 일주의 정관 십신 결합 노드.
GAN_정묘_정인,정묘·정인,saju_ganji_sibsin,정묘,정인,GAN_정묘 일주의 정인 십신 결합 노드.
GAN_정묘_정재,정묘·정재,saju_ganji_sibsin,정묘,정재,GAN_정묘 일주의 정재 십신 결합 노드.
GAN_정묘_편관,정묘·편관,saju_ganji_sibsin,정묘,편관,GAN_정묘 일주의 편관 십신 결합 노드.
GAN_정묘_편인,정묘·편인,saju_ganji_sibsin,정묘,편인,GAN_정묘 일주의 편인 십신 결합 노드.
GAN_정묘_편재,정묘·편재,saju_ganji_sibsin,정묘,편재,GAN_정묘 일주의 편재 십신 결합 노드.
GAN_정미_겁재,정미·겁재,saju_ganji_sibsin,정미,겁재,GAN_정미 일주의 겁재 십신 결합 노드.
GAN_정미_비견,정미·비견,saju_ganji_sibsin,정미,비견,GAN_정미 일주의 비견 십신 결합 노드.
GAN_정미_상관,정미·상관,saju_ganji_sibsin,정미,상관,GAN_정미 일주의 상관 십신 결합 노드.
GAN_정미_식신,정미·식신,saju_ganji_sibsin,정미,식신,GAN_정미 일주의 식신 십신 결합 노드.
GAN_정미_정관,정미·정관,saju_ganji_sibsin,정미,정관,GAN_정미 일주의 정관 십신 결합 노드.
GAN_정미_정인,정미·정인,saju_ganji_sibsin,정미,정인,GAN_정미 일주의 정인 십신 결합 노드.
GAN_정미_정재,정미·정재,saju_ganji_sibsin,정미,정재,GAN_정미 일주의 정재 십신 결합 노드.
GAN_정미_편관,정미·편관,saju_ganji_sibsin,정미,편관,GAN_정미 일주의 편관 십신 결합 노드.
GAN_정미_편인,정미·편인,saju_ganji_sibsin,정미,편인,GAN_정미 일주의 편인 십신 결합 노드.
GAN_정미_편재,정미·편재,saju_ganji_sibsin,정미,편재,GAN_정미 일주의 편재 십신 결합 노드.
GAN_정사_겁재,정사·겁재,saju_ganji_sibsin,정사,겁재,GAN_정사 일주의 겁재 십신 결합 노드.
GAN_정사_비견,정사·비견,saju_ganji_sibsin,정사,비견,GAN_정사 일주의 비견 십신 결합 노드.
GAN_정사_상관,정사·상관,saju_ganji_sibsin,정사,상관,GAN_정사 일주의 상관 십신 결합 노드.
GAN_정사_식신,정사·식신,saju_ganji_sibsin,정사,식신,GAN_정사 일주의 식신 십신 결합 노드.
GAN_정사_정관,정사·정관,saju_ganji_sibsin,정사,정관,GAN_정사 일주의 정관 십신 결합 노드.
GAN_정사_정인,정사·정인,saju_ganji_sibsin,정사,정인,GAN_정사 일주의 정인 십신 결합 노드.
GAN_정사_정재,정사·정재,saju_ganji_sibsin,정사,정재,GAN_정사 일주의 정재 십신 결합 노드.
GAN_정사_편관,정사·편관,saju_ganji_sibsin,정사,편관,GAN_정사 일주의 편관 십신 결합 노드.
GAN_정사_편인,정사·편인,saju_ganji_sibsin,정사,편인,GAN_정사 일주의 편인 십신 결합 노드.
GAN_정사_편재,정사·편재,saju_ganji_sibsin,정사,편재,GAN_정사 일주의 편재 십신 결합 노드.
GAN_정유_겁재,정유·겁재,saju_ganji_sibsin,정유,겁재,GAN_정유 일주의 겁재 십신 결합 노드.
GAN_정유_비견,정유·비견,saju_ganji_sibsin,정유,비견,GAN_정유 일주의 비견 십신 결합 노드.
GAN_정유_상관,정유·상관,saju_ganji_sibsin,정유,상관,GAN_정유 일주의 상관 십신 결합 노드.
GAN_정유_식신,정유·식신,saju_ganji_sibsin,정유,식신,GAN_정유 일주의 식신 십신 결합 노드.
GAN_정유_정관,정유·정관,saju_ganji_sibsin,정유,정관,GAN_정유 일주의 정관 십신 결합 노드.
GAN_정유_정인,정유·정인,saju_ganji_sibsin,정유,정인,GAN_정유 일주의 정인 십신 결합 노드.
GAN_정유_정재,정유·정재,saju_ganji_sibsin,정유,정재,GAN_정유 일주의 정재 십신 결합 노드.
GAN_정유_편관,정유·편관,saju_ganji_sibsin,정유,편관,GAN_정유 일주의 편관 십신 결합 노드.
GAN_정유_편인,정유·편인,saju_ganji_sibsin,정유,편인,GAN_정유 일주의 편인 십신 결합 노드.
GAN_정유_편재,정유·편재,saju_ganji_sibsin,정유,편재,GAN_정유 일주의 편재 십신 결합 노드.
GAN_정축_겁재,정축·겁재,saju_ganji_sibsin,정축,겁재,GAN_정축 일주의 겁재 십신 결합 노드.
GAN_정축_비견,정축·비견,saju_ganji_sibsin,정축,비견,GAN_정축 일주의 비견 십신 결합 노드.
GAN_정축_상관,정축·상관,saju_ganji_sibsin,정축,상관,GAN_정축 일주의 상관 십신 결합 노드.
GAN_정축_식신,정축·식신,saju_ganji_sibsin,정축,식신,GAN_정축 일주의 식신 십신 결합 노드.
GAN_정축_정관,정축·정관,saju_ganji_sibsin,정축,정관,GAN_정축 일주의 정관 십신 결합 노드.
GAN_정축_정인,정축·정인,saju_ganji_sibsin,정축,정인,GAN_정축 일주의 정인 십신 결합 노드.
GAN_정축_정재,정축·정재,saju_ganji_sibsin,정축,정재,GAN_정축 일주의 정재 십신 결합 노드.
GAN_정축_편관,정축·편관,saju_ganji_sibsin,정축,편관,GAN_정축 일주의 편관 십신 결합 노드.
GAN_정축_편인,정축·편인,saju_ganji_sibsin,정축,편인,GAN_정축 일주의 편인 십신 결합 노드.
GAN_정축_편재,정축·편재,saju_ganji_sibsin,정축,편재,GAN_정축 일주의 편재 십신 결합 노드.
GAN_정해_겁재,정해·겁재,saju_ganji_sibsin,정해,겁재,GAN_정해 일주의 겁재 십신 결합 노드.
GAN_정해_비견,정해·비견,saju_ganji_sibsin,정해,비견,GAN_정해 일주의 비견 십신 결합 노드.
GAN_정해_상관,정해·상관,saju_ganji_sibsin,정해,상관,GAN_정해 일주의 상관 십신 결합 노드.
GAN_정해_식신,정해·식신,saju_ganji_sibsin,정해,식신,GAN_정해 일주의 식신 십신 결합 노드.
GAN_정해_정관,정해·정관,saju_ganji_sibsin,정해,정관,GAN_정해 일주의 정관 십신 결합 노드.
GAN_정해_정인,정해·정인,saju_ganji_sibsin,정해,정인,GAN_정해 일주의 정인 십신 결합 노드.
GAN_정해_정재,정해·정재,saju_ganji_sibsin,정해,정재,GAN_정해 일주의 정재 십신 결합 노드.
GAN_정해_편관,정해·편관,saju_ganji_sibsin,정해,편관,GAN_정해 일주의 편관 십신 결합 노드.
GAN_정해_편인,정해·편인,saju_ganji_sibsin,정해,편인,GAN_정해 일주의 편인 십신 결합 노드.
GAN_정해_편재,정해·편재,saju_ganji_sibsin,정해,편재,GAN_정해 일주의 편재 십신 결합 노드.
